id_cliente,idade,renda_mensal,score_credito,valor_imovel,prazo_contrato_meses,valor_financiado,inadimplente
1125,28,"R$8.752,61",793,"R$484.035,68",180,"R$223.568,57",0
1126,62,"R$12.362,54",486,"R$603.615,62",240,"R$472.629,37",0
1127,35,"R$8.414,15",797,"R$316.046,08",180,"R$238.895,01",0
1128,67,"R$7.042,29",741,"R$521.696,89",300,"R$404.098,72",1
1129,49,"R$9.124,02",429,"R$361.812,07",120,"R$257.928,31",0
1130,53,"R$8.496,21",591,"R$550.579,11",120,"R$261.978,68",0
1131,50,"R$4.072,52",413,"R$618.849,90",300,"R$465.955,74",0
1132,59,"R$7.960,87",498,"R$376.629,50",360,"R$297.854,52",0
1133,47,"R$7.748,15",312,"R$247.973,39",300,"R$117.796,20",0
1134,56,"R$6.640,32",570,"R$494.808,44",300,"R$212.905,18",1
1135,49,"R$10.588,96",514,"R$422.441,72",180,"R$242.252,65",0
1136,58,"R$6.035,80",743,"R$450.179,12",300,"R$177.179,74",0
1137,53,"R$9.139,05",811,"R$366.015,50",120,"R$115.775,14",0
1138,57,"R$7.630,36",746,"R$311.550,72",240,"R$240.802,41",0
1139,47,"R$8.269,24",373,"R$516.034,82",180,"R$393.667,65",1
1140,53,"R$9.029,47",836,"R$431.979,00",180,"R$164.725,22",0
1141,24,"R$4.731,06",400,"R$255.644,30",360,"R$128.811,53",0
1142,42,"R$8.479,15",475,"R$468.687,52",240,"R$335.354,43",0
1143,22,"R$13.722,37",726,"R$448.616,86",180,"R$282.853,00",0
1144,30,"R$4.108,09",416,"R$367.470,11",300,"R$182.777,34",0
1145,25,"R$7.855,98",465,"R$561.981,32",180,"R$377.699,50",1
1146,30,"R$10.808,10",340,"R$338.182,68",180,"R$253.137,75",0
1147,53,"R$8.754,05",728,"R$383.101,35",180,"R$292.336,66",0
1148,58,"R$9.719,92",643,"R$476.864,81",360,"R$233.389,47",0
1149,33,"R$2.060,83",723,"R$407.676,30",180,"R$157.681,18",0
1150,51,"R$9.495,62",665,"R$261.557,68",180,"R$197.847,31",0
1151,67,"R$6.095,78",419,"R$418.379,94",360,"R$144.875,65",0
1152,56,"R$8.774,69",528,"R$358.561,02",240,"R$236.952,97",0
1153,65,"R$7.926,41",429,"R$485.699,62",120,"R$179.829,63",0
1154,44,"R$13.695,83",651,"R$415.121,83",360,"R$205.358,04",0
1155,35,"R$9.366,74",617,"R$409.450,77",360,"R$207.091,14",0
1156,49,"R$7.718,44",636,"R$295.174,88",180,"R$111.983,14",0
1157,28,"R$4.225,77",572,"R$376.997,47",180,"R$287.023,52",0
1158,25,"R$8.302,87",416,"R$497.010,11",120,"R$149.766,09",0
1159,49,"R$10.058,07",667,"R$322.346,37",180,"R$240.761,88",0
1160,67,"R$7.798,62",393,"R$396.744,98",300,"R$294.350,92",0
1161,24,"R$6.735,86",467,"R$306.355,39",180,"R$140.458,38",1
1162,32,"R$6.568,53",640,"R$281.615,74",180,"R$183.653,49",0
1163,65,"R$9.337,85",451,"R$391.514,10",300,"R$166.943,36",0
1164,22,"R$9.898,47",573,"R$417.380,12",120,"R$283.562,54",0
1165,47,"R$11.403,03",795,"R$599.386,29",300,"R$347.979,63",0
1166,51,"R$5.512,50",400,"R$354.453,96",360,"R$159.544,24",0
1167,56,"R$9.314,94",381,"R$394.983,07",300,"R$197.537,90",0
1168,56,"R$7.695,74",828,"R$274.992,65",240,"R$177.354,96",0
1169,46,"R$7.769,41",372,"R$461.224,00",360,"R$347.324,15",0
1170,63,"R$9.004,56",313,"R$439.809,48",180,"R$160.690,22",0
1171,47,"R$9.019,14",732,"R$548.839,47",360,"R$321.445,39",0
1172,25,"R$9.321,92",456,"R$511.162,22",120,"R$218.197,06",0
1173,40,"R$5.356,32",431,"R$435.140,67",120,"R$304.897,03",0
1174,31,"R$6.125,47",637,"R$352.992,85",300,"R$118.294,49",0
1175,30,"R$11.714,67",703,"R$420.466,84",360,"R$270.981,58",0
1176,60,"R$7.448,57",675,"R$388.898,65",180,"R$150.687,73",0
1177,58,"R$8.765,04",406,"R$495.339,75",120,"R$296.308,63",0
1178,26,"R$10.636,67",564,"R$482.623,15",180,"R$346.449,24",0
1179,28,"R$9.158,61",504,"R$370.358,46",240,"R$250.932,79",0
1180,43,"R$9.366,31",378,"R$253.800,62",120,"R$171.688,87",1
1181,67,"R$10.236,44",454,"R$533.338,73",300,"R$298.095,10",0
1182,46,"R$2.708,34",546,"R$458.187,40",240,"R$341.520,42",0
1183,66,"R$6.775,12",830,"R$368.050,99",360,"R$218.641,65",0
1184,63,"R$9.171,51",837,"R$454.287,33",180,"R$344.694,59",0
1185,32,"R$11.469,11",453,"R$407.486,13",120,"R$233.596,00",0
1186,46,"R$8.165,24",453,"R$531.861,79",240,"R$294.110,41",0
1187,33,"R$5.888,21",391,"R$207.021,98",240,"R$85.122,58",0
1188,60,"R$5.954,78",732,"R$360.280,90",120,"R$206.222,38",0
1189,38,"R$10.209,65",637,"R$559.905,45",360,"R$207.328,74",0
1190,45,"R$7.455,57",779,"R$456.319,84",360,"R$335.324,40",0
1191,53,"R$7.982,00",430,"R$577.260,67",300,"R$368.261,10",0
1192,67,"R$9.537,58",749,"R$277.819,29",360,"R$221.371,33",0
1193,60,"R$2.000,00",572,"R$507.219,67",300,"R$175.522,71",0
1194,63,"R$13.000,92",476,"R$501.222,44",240,"R$210.682,02",0
1195,32,"R$6.172,32",348,"R$231.827,15",120,"R$171.222,73",0
1196,64,"R$8.604,84",654,"R$370.449,77",360,"R$184.345,83",0
1197,56,"R$3.738,26",607,"R$389.347,09",300,"R$207.580,98",1
1198,68,"R$6.943,65",345,"R$238.044,40",240,"R$173.850,00",0
1199,24,"R$11.111,72",601,"R$372.539,77",360,"R$208.961,88",0
1200,25,"R$3.209,58",707,"R$487.318,31",180,"R$193.337,65",0
1201,57,"R$10.815,50",488,"R$360.907,69",240,"R$269.242,57",0
1202,28,"R$7.315,76",428,"R$424.213,32",360,"R$133.852,38",0
1203,62,"R$9.217,91",836,"R$424.937,03",240,"R$317.724,62",0
1204,69,"R$9.643,81",565,"R$398.785,66",120,"R$129.709,07",0
1205,48,"R$9.103,55",417,"R$329.481,80",120,"R$208.537,16",0
1206,51,"R$5.837,62",763,"R$465.881,40",120,"R$156.461,46",0
1207,29,"R$7.088,63",443,"R$241.296,62",180,"R$157.592,39",0
1208,49,"R$4.346,11",741,"R$400.858,81",120,"R$127.066,49",0
1209,34,"R$9.229,49",499,"R$538.548,63",180,"R$388.416,82",0
1210,60,"R$12.255,14",456,"R$355.262,68",120,"R$189.345,05",0
1211,61,"R$3.438,90",786,"R$327.267,88",240,"R$113.472,60",0
1212,42,"R$6.095,89",433,"R$472.551,61",360,"R$308.769,82",1
1213,31,"R$7.545,56",447,"R$416.343,18",360,"R$226.759,26",0
1214,43,"R$8.433,35",635,"R$474.544,73",120,"R$187.670,31",0
1215,21,"R$10.197,94",370,"R$403.849,85",360,"R$124.319,60",0
1216,66,"R$7.619,50",532,"R$161.170,75",120,"R$82.035,77",0
1217,57,"R$7.210,10",633,"R$517.991,34",120,"R$177.575,00",0
1218,41,"R$10.757,83",389,"R$607.002,64",300,"R$210.681,42",0
1219,46,"R$9.654,99",633,"R$528.404,10",300,"R$229.150,24",0
1220,66,"R$9.347,44",498,"R$100.000,00",300,"R$61.522,91",0
1221,56,"R$8.281,29",460,"R$445.108,82",180,"R$251.466,59",0
1222,43,"R$10.457,88",837,"R$353.325,42",300,"R$118.185,11",0
1223,21,"R$6.359,23",420,"R$291.575,62",120,"R$228.658,16",0
1224,60,"R$6.018,26",600,"R$412.273,22",240,"R$306.559,91",0
1225,35,"R$9.865,25",735,"R$385.105,27",300,"R$165.446,13",0
1226,41,"R$3.937,41",367,"R$450.865,78",300,"R$162.838,87",0
1227,67,"R$8.230,45",758,"R$405.658,02",240,"R$312.844,05",0
1228,29,"R$7.208,60",813,"R$287.918,79",120,"R$152.761,33",0
1229,29,"R$4.485,61",697,"R$342.339,82",180,"R$155.964,37",0
1230,30,"R$5.671,83",585,"R$326.204,14",300,"R$177.839,65",0
1231,46,"R$7.727,56",439,"R$228.351,68",240,"R$156.734,22",0
1232,61,"R$10.584,91",581,"R$262.835,54",120,"R$100.979,48",0
1233,55,"R$6.367,61",756,"R$378.893,13",360,"R$259.067,39",0
1234,45,"R$11.033,45",386,"R$542.375,41",180,"R$365.953,38",0
1235,46,"R$8.157,95",378,"R$346.444,29",240,"R$197.360,34",0
1236,31,"R$11.275,96",504,"R$324.256,92",240,"R$237.654,75",0
1237,58,"R$6.488,77",636,"R$281.871,32",240,"R$103.185,11",0
1238,22,"R$7.877,98",553,"R$403.053,65",300,"R$240.921,09",0
1239,27,"R$8.921,21",603,"R$517.925,93",360,"R$271.740,99",0
1240,38,"R$7.551,22",679,"R$600.268,28",180,"R$306.824,76",0
1241,47,"R$10.382,56",429,"R$428.539,94",120,"R$182.678,24",0
1242,54,"R$2.481,09",575,"R$413.999,37",120,"R$201.261,58",0
1243,47,"R$14.056,01",482,"R$345.652,69",360,"R$122.387,11",0
1244,37,"R$10.144,44",567,"R$362.343,34",240,"R$154.285,61",0
1245,63,"R$7.566,17",621,"R$462.917,51",240,"R$201.823,96",0
1246,64,"R$6.619,20",811,"R$368.512,47",240,"R$243.341,29",0
1247,44,"R$5.833,95",377,"R$383.771,76",240,"R$124.447,67",0
1248,45,"R$9.614,04",638,"R$397.465,27",240,"R$248.652,74",0
1249,27,"R$10.487,45",808,"R$340.917,19",360,"R$140.016,38",0
1250,26,"R$7.593,68",537,"R$392.502,07",300,"R$133.816,03",0
1251,44,"R$10.767,48",433,"R$198.059,39",180,"R$89.206,56",0
1252,53,"R$5.731,85",491,"R$454.883,59",240,"R$187.519,59",0
1253,69,"R$5.290,47",655,"R$635.177,18",300,"R$365.872,34",0
1254,49,"R$12.533,35",577,"R$344.795,64",120,"R$165.049,60",0
1255,63,"R$9.477,77",317,"R$437.383,71",360,"R$342.470,08",0
1256,42,"R$11.492,12",823,"R$485.157,63",300,"R$379.284,01",0
1257,46,"R$5.865,15",479,"R$528.021,53",240,"R$275.552,07",1
1258,48,"R$5.691,19",422,"R$373.567,85",240,"R$260.579,91",0
1259,41,"R$7.103,48",545,"R$219.668,27",240,"R$67.357,82",0
1260,69,"R$5.939,85",672,"R$426.723,20",300,"R$244.898,92",0
1261,27,"R$9.763,41",350,"R$412.862,87",240,"R$277.299,18",0
1262,37,"R$6.122,18",370,"R$365.433,36",300,"R$149.269,15",0
1263,40,"R$5.070,83",779,"R$386.648,79",240,"R$127.820,63",0
1264,61,"R$8.355,04",318,"R$414.368,04",120,"R$156.614,32",0
1265,69,"R$4.775,03",383,"R$436.176,20",120,"R$227.214,67",0
1266,40,"R$3.501,34",454,"R$431.980,97",180,"R$238.965,70",0
1267,42,"R$8.333,14",656,"R$378.231,43",240,"R$185.500,79",0
1268,48,"R$3.626,95",742,"R$438.427,88",240,"R$227.976,75",0
1269,60,"R$9.938,20",368,"R$371.496,92",300,"R$198.794,50",0
1270,69,"R$4.511,67",822,"R$464.202,55",300,"R$317.848,00",1
1271,27,"R$2.398,32",442,"R$337.255,72",240,"R$118.923,43",0
1272,21,"R$7.265,51",491,"R$407.305,82",180,"R$278.790,75",0
1273,52,"R$8.361,49",686,"R$237.626,14",240,"R$153.105,77",0
1274,33,"R$9.228,69",677,"R$363.008,95",300,"R$243.517,44",0
1275,50,"R$8.430,04",834,"R$456.748,87",240,"R$304.758,46",0
1276,43,"R$5.351,72",592,"R$296.626,51",300,"R$158.782,96",0
1277,39,"R$9.782,65",308,"R$367.989,95",240,"R$149.293,56",0
1278,52,"R$10.400,35",570,"R$159.493,05",360,"R$90.642,21",0
1279,50,"R$4.985,59",686,"R$263.192,59",300,"R$205.024,67",0
1280,49,"R$7.547,48",392,"R$289.352,54",180,"R$171.951,46",0
1281,69,"R$7.313,90",828,"R$410.175,11",360,"R$125.318,17",0
1282,65,"R$8.550,95",453,"R$433.340,90",240,"R$142.939,86",1
1283,49,"R$7.487,69",704,"R$394.394,44",300,"R$314.108,24",0
1284,50,"R$7.830,31",448,"R$361.740,66",360,"R$121.535,16",0
1285,36,"R$9.604,54",566,"R$362.089,83",180,"R$116.963,19",0
1286,60,"R$5.215,37",721,"R$471.604,57",300,"R$224.725,30",0
1287,39,"R$9.843,43",771,"R$421.281,98",360,"R$330.562,53",0
1288,38,"R$10.852,83",846,"R$366.605,44",360,"R$168.395,65",0
1289,21,"R$12.085,34",825,"R$529.329,95",360,"R$267.280,96",0
1290,34,"R$2.641,58",802,"R$594.997,50",120,"R$367.136,38",1
1291,67,"R$7.542,75",313,"R$275.425,75",240,"R$85.948,24",0
1292,22,"R$3.087,25",663,"R$452.251,01",300,"R$338.682,55",0
1293,48,"R$2.000,00",418,"R$708.988,96",300,"R$396.836,37",1
1294,69,"R$8.360,23",537,"R$428.020,55",300,"R$228.308,50",1
1295,50,"R$7.002,12",845,"R$411.544,26",360,"R$300.576,84",0
1296,58,"R$8.749,63",468,"R$394.426,61",240,"R$306.287,37",1
1297,24,"R$9.215,32",821,"R$449.018,15",180,"R$229.768,25",0
1298,21,"R$11.119,74",815,"R$475.489,92",300,"R$183.643,97",0
1299,28,"R$8.134,80",696,"R$275.523,31",240,"R$195.030,45",0
1300,49,"R$15.308,39",405,"R$397.351,64",240,"R$199.323,59",0
1301,59,"R$8.766,02",384,"R$173.050,21",120,"R$132.863,24",0
1302,23,"R$12.606,20",513,"R$379.068,34",300,"R$293.758,82",0
1303,52,"R$2.167,91",420,"R$309.731,14",360,"R$110.702,41",0
1304,30,"R$11.374,35",431,"R$433.917,76",240,"R$337.708,21",1
1305,30,"R$7.548,10",496,"R$234.361,95",240,"R$113.462,86",0
1306,39,"R$3.129,13",318,"R$348.768,27",180,"R$217.326,67",0
1307,66,"R$9.051,36",311,"R$496.654,43",120,"R$157.625,72",0
1308,54,"R$7.242,61",380,"R$332.366,68",240,"R$247.427,76",0
1309,53,"R$9.450,13",629,"R$209.506,42",240,"R$130.061,31",0
1310,43,"R$10.527,69",691,"R$425.753,32",360,"R$264.723,72",0
1311,48,"R$4.277,12",606,"R$341.347,10",360,"R$256.381,74",0
1312,52,"R$10.537,30",566,"R$381.411,46",180,"R$211.368,16",0
1313,27,"R$8.016,20",746,"R$327.013,04",180,"R$165.226,06",0
1314,49,"R$11.382,10",740,"R$597.439,67",180,"R$437.961,74",0
1315,28,"R$7.487,13",301,"R$244.192,73",360,"R$163.904,66",0
1316,21,"R$6.823,98",819,"R$683.349,56",360,"R$529.245,92",1
1317,23,"R$8.067,64",608,"R$360.936,35",120,"R$277.942,99",0
1318,44,"R$8.254,65",821,"R$418.344,66",300,"R$205.475,45",0
1319,43,"R$6.343,04",768,"R$342.520,36",300,"R$179.307,06",0
1320,28,"R$6.759,24",511,"R$338.336,64",120,"R$144.805,54",0
1321,67,"R$4.932,81",411,"R$321.517,01",300,"R$202.659,87",0
1322,57,"R$6.913,39",307,"R$460.125,80",360,"R$221.905,32",0
1323,23,"R$9.690,78",776,"R$258.920,03",300,"R$179.444,61",0
1324,53,"R$7.656,61",759,"R$436.410,85",360,"R$157.446,29",0
1325,48,"R$10.522,66",552,"R$181.550,73",120,"R$65.031,73",0
1326,67,"R$7.536,43",825,"R$427.352,88",180,"R$171.893,16",0
1327,28,"R$4.421,21",737,"R$484.914,26",120,"R$165.911,52",0
1328,54,"R$9.493,19",535,"R$272.548,09",300,"R$166.258,64",0
1329,55,"R$6.315,94",605,"R$467.874,26",360,"R$174.833,56",0
1330,52,"R$7.416,58",777,"R$405.138,54",300,"R$153.945,13",0
1331,44,"R$11.093,93",319,"R$559.842,65",300,"R$171.935,58",0
1332,34,"R$5.097,82",515,"R$314.479,36",180,"R$217.319,39",0
1333,52,"R$8.411,86",434,"R$681.598,59",300,"R$481.309,50",0
1334,66,"R$7.898,70",428,"R$160.921,78",180,"R$61.313,00",0
1335,63,"R$9.752,31",709,"R$367.049,62",360,"R$245.835,97",0
1336,36,"R$10.137,88",721,"R$230.143,03",360,"R$118.931,60",0
1337,24,"R$8.659,60",593,"R$585.105,42",180,"R$245.625,76",1
1338,57,"R$7.099,06",545,"R$373.829,90",120,"R$228.295,04",0
1339,41,"R$9.183,43",385,"R$382.831,49",360,"R$149.014,11",0
1340,34,"R$11.339,14",674,"R$444.323,81",120,"R$301.447,85",0
1341,51,"R$7.931,78",745,"R$399.519,48",360,"R$129.367,45",0
1342,68,"R$7.331,86",677,"R$340.623,84",360,"R$265.538,58",0
1343,38,"R$8.970,43",689,"R$274.335,27",240,"R$92.159,54",0
1344,27,"R$8.096,82",350,"R$416.851,34",300,"R$245.827,33",0
1345,30,"R$4.655,73",541,"R$437.883,36",300,"R$328.892,94",0
1346,27,"R$8.598,33",593,"R$469.537,72",120,"R$143.656,11",0
1347,53,"R$4.633,09",565,"R$591.272,69",300,"R$324.760,80",0
1348,43,"R$8.936,20",419,"R$182.623,11",120,"R$86.746,61",0
1349,41,"R$6.007,14",547,"R$393.228,28",360,"R$232.070,00",0
1350,39,"R$8.092,19",369,"R$519.173,78",240,"R$214.277,92",0
1351,68,"R$8.976,48",356,"R$387.547,76",240,"R$128.840,10",1
1352,39,"R$14.134,76",681,"R$166.182,75",360,"R$101.864,46",0
1353,56,"R$9.856,87",338,"R$270.896,04",180,"R$137.730,22",0
1354,49,"R$11.412,00",742,"R$432.856,98",180,"R$264.580,70",0
1355,38,"R$12.679,37",317,"R$429.219,73",300,"R$173.949,70",0
1356,22,"R$9.223,14",651,"R$467.251,97",120,"R$219.314,35",0
1357,21,"R$8.714,22",597,"R$321.899,11",240,"R$186.972,10",0
1358,67,"R$5.333,20",582,"R$425.988,32",300,"R$254.126,05",0
1359,25,"R$7.708,43",409,"R$305.413,67",360,"R$148.479,12",0
1360,40,"R$6.192,28",479,"R$425.995,80",240,"R$187.449,48",0
1361,31,"R$6.997,35",843,"R$405.321,22",120,"R$177.064,70",0
1362,62,"R$12.676,66",324,"R$317.914,00",120,"R$123.143,88",0
1363,22,"R$8.286,55",356,"R$555.818,36",180,"R$257.178,53",1
1364,23,"R$5.810,25",479,"R$229.436,40",300,"R$91.710,36",0
1365,43,"R$11.436,33",531,"R$385.837,90",360,"R$238.026,37",0
1366,32,"R$10.388,19",642,"R$315.709,44",240,"R$184.542,74",0
1367,40,"R$10.519,13",776,"R$583.420,20",120,"R$286.631,08",0
1368,25,"R$2.984,67",754,"R$459.839,80",240,"R$212.866,75",0
1369,57,"R$12.871,68",531,"R$335.068,96",360,"R$140.329,26",0
1370,58,"R$6.603,71",588,"R$372.028,47",240,"R$211.211,41",0
1371,50,"R$9.944,89",512,"R$586.125,74",300,"R$445.134,00",0
1372,29,"R$14.309,50",557,"R$305.372,44",180,"R$196.309,14",0
1373,54,"R$13.388,33",829,"R$223.555,18",240,"R$150.275,44",0
1374,64,"R$5.556,09",528,"R$429.100,69",180,"R$307.746,27",0
1375,55,"R$4.388,71",525,"R$431.364,04",360,"R$205.250,55",0
1376,42,"R$11.575,87",734,"R$466.603,46",180,"R$154.650,07",0
1377,64,"R$8.355,14",701,"R$467.262,58",240,"R$285.627,99",0
1378,44,"R$6.747,80",387,"R$577.070,57",240,"R$227.559,78",1
1379,37,"R$9.553,05",841,"R$228.186,25",120,"R$133.379,84",0
1380,30,"R$7.592,80",608,"R$279.719,68",240,"R$187.343,69",0
1381,50,"R$9.753,31",642,"R$466.220,33",180,"R$322.540,15",0
1382,66,"R$8.167,45",735,"R$289.437,45",120,"R$130.513,01",0
1383,43,"R$9.805,97",476,"R$254.341,20",240,"R$141.468,80",0
1384,52,"R$5.763,67",438,"R$586.584,46",240,"R$358.099,58",0
1385,37,"R$11.561,16",493,"R$238.005,79",360,"R$168.922,32",1
1386,37,"R$9.744,06",485,"R$364.872,80",120,"R$248.366,85",0
1387,34,"R$9.615,74",517,"R$394.063,25",360,"R$312.881,36",0
1388,29,"R$5.205,83",463,"R$530.913,66",360,"R$161.420,23",0
1389,60,"R$12.249,08",460,"R$213.119,69",360,"R$110.554,71",0
1390,22,"R$7.965,71",824,"R$441.547,52",300,"R$188.992,16",0
1391,65,"R$9.820,12",341,"R$310.962,29",360,"R$111.929,85",0
1392,45,"R$7.192,94",509,"R$462.761,12",180,"R$349.735,26",0
1393,59,"R$8.652,22",574,"R$309.319,23",240,"R$247.140,20",0
1394,29,"R$8.742,82",578,"R$557.230,63",300,"R$217.486,06",0
1395,42,"R$2.000,00",550,"R$309.903,00",360,"R$98.926,21",0
1396,63,"R$9.456,12",609,"R$153.802,03",240,"R$67.292,58",0
1397,66,"R$12.913,35",439,"R$321.115,08",120,"R$230.377,90",1
1398,24,"R$9.349,45",845,"R$373.869,99",120,"R$167.099,34",0
1399,46,"R$5.605,73",829,"R$508.235,39",240,"R$166.930,29",0
1400,49,"R$9.624,90",356,"R$274.158,52",180,"R$89.443,15",0
1401,65,"R$10.648,70",411,"R$276.135,39",240,"R$141.853,90",0
1402,54,"R$9.281,17",304,"R$496.057,79",240,"R$379.937,04",0
1403,43,"R$7.814,68",709,"R$262.477,49",300,"R$116.267,09",0
1404,57,"R$7.394,63",713,"R$382.101,66",120,"R$196.239,33",0
1405,31,"R$7.384,23",481,"R$384.134,88",120,"R$134.818,63",1
1406,26,"R$9.744,44",312,"R$421.757,95",360,"R$230.611,51",0
1407,38,"R$4.482,19",638,"R$325.015,18",240,"R$210.698,74",1
1408,41,"R$7.070,32",558,"R$307.300,56",240,"R$133.852,50",0
1409,62,"R$11.989,02",389,"R$433.489,44",180,"R$194.357,44",0
1410,56,"R$12.085,49",549,"R$310.400,41",120,"R$223.794,82",0
1411,61,"R$4.304,63",554,"R$264.003,08",180,"R$80.568,95",0
1412,58,"R$5.171,47",407,"R$522.780,00",300,"R$323.201,08",0
1413,54,"R$7.323,45",784,"R$448.809,54",360,"R$223.032,45",0
1414,37,"R$10.231,47",557,"R$576.750,24",180,"R$259.070,59",0
1415,57,"R$3.431,31",581,"R$478.396,77",120,"R$300.814,41",1
1416,45,"R$7.862,98",387,"R$273.185,63",300,"R$195.965,41",0
1417,58,"R$6.814,55",503,"R$409.636,92",240,"R$237.260,09",0
1418,32,"R$11.314,91",315,"R$298.437,17",300,"R$94.171,05",0
1419,43,"R$3.807,73",450,"R$234.839,04",180,"R$124.629,22",0
1420,62,"R$8.231,35",553,"R$355.280,06",120,"R$188.788,71",0
1421,42,"R$7.015,98",487,"R$498.153,29",180,"R$284.893,49",0
1422,41,"R$11.674,50",628,"R$427.491,27",240,"R$271.661,92",0
1423,47,"R$9.494,13",843,"R$260.910,59",240,"R$80.793,37",0
1424,51,"R$6.535,46",696,"R$351.765,84",120,"R$193.825,20",0
1425,26,"R$10.133,47",816,"R$385.713,34",360,"R$229.173,08",1
1426,47,"R$7.027,93",758,"R$231.088,75",300,"R$108.999,18",0
1427,60,"R$10.498,32",629,"R$471.317,24",300,"R$298.901,20",0
1428,54,"R$7.407,31",468,"R$377.126,50",240,"R$156.163,88",0
1429,32,"R$10.636,67",665,"R$260.940,51",180,"R$119.689,80",0
1430,65,"R$9.090,20",477,"R$255.282,64",180,"R$199.472,16",0
1431,27,"R$16.151,23",661,"R$510.066,39",360,"R$241.789,42",0
1432,30,"R$7.867,76",339,"R$361.918,70",180,"R$171.278,19",0
1433,65,"R$8.957,16",715,"R$519.035,20",300,"R$310.300,17",0
1434,37,"R$6.801,44",654,"R$557.215,55",180,"R$437.685,94",0
1435,46,"R$8.006,71",554,"R$502.244,83",360,"R$397.546,98",0
1436,41,"R$2.000,00",442,"R$346.656,83",300,"R$204.468,25",1
1437,48,"R$9.163,96",310,"R$150.215,29",180,"R$45.146,23",0
1438,66,"R$11.357,19",325,"R$431.299,63",300,"R$323.616,31",0
1439,22,"R$8.991,58",720,"R$609.157,64",240,"R$356.429,70",0
1440,63,"R$4.715,35",520,"R$396.460,99",240,"R$191.489,95",1
1441,21,"R$5.995,53",795,"R$201.018,45",240,"R$143.647,30",0
1442,56,"R$2.000,00",536,"R$332.512,15",180,"R$166.228,22",1
1443,46,"R$10.447,31",536,"R$381.626,67",360,"R$120.984,15",1
1444,49,"R$5.483,72",518,"R$290.201,14",300,"R$206.198,39",0
1445,41,"R$7.928,23",786,"R$143.604,60",120,"R$82.275,34",0
1446,31,"R$7.615,66",760,"R$390.214,92",240,"R$183.038,80",0
1447,60,"R$11.719,32",443,"R$321.512,38",240,"R$136.786,22",0
1448,31,"R$8.213,20",488,"R$577.269,17",120,"R$344.571,23",0
1449,56,"R$10.022,23",554,"R$410.103,35",120,"R$165.691,91",0
1450,69,"R$9.366,16",367,"R$446.957,89",180,"R$206.461,22",0
1451,59,"R$11.398,53",635,"R$388.091,39",300,"R$239.943,38",0
1452,60,"R$7.402,19",708,"R$409.373,33",240,"R$303.252,39",0
1453,55,"R$12.674,04",599,"R$234.770,07",360,"R$132.984,37",0
1454,54,"R$3.035,84",656,"R$295.983,37",180,"R$201.136,45",0
1455,67,"R$10.143,68",555,"R$508.861,47",180,"R$346.804,51",0
1456,44,"R$5.833,45",652,"R$420.946,20",360,"R$266.112,50",0
1457,42,"R$6.768,13",820,"R$360.149,31",360,"R$152.314,05",0
1458,25,"R$9.423,54",823,"R$448.617,12",360,"R$329.013,24",0
1459,53,"R$9.403,51",583,"R$450.586,19",120,"R$233.465,75",0
1460,56,"R$9.516,07",611,"R$599.089,46",240,"R$192.969,93",0
1461,67,"R$4.534,61",398,"R$416.306,63",120,"R$175.808,93",1
1462,40,"R$11.622,58",496,"R$293.749,24",240,"R$200.564,40",0
1463,39,"R$5.748,38",781,"R$388.430,35",120,"R$129.955,85",0
1464,55,"R$6.081,78",525,"R$460.756,56",300,"R$172.176,53",0
1465,63,"R$9.594,74",664,"R$499.565,90",240,"R$323.275,79",0
1466,37,"R$7.283,20",667,"R$238.496,81",180,"R$177.990,26",0
1467,65,"R$8.770,65",374,"R$425.370,67",240,"R$262.396,70",0
1468,63,"R$2.608,50",341,"R$310.274,51",240,"R$127.567,98",0
1469,54,"R$8.710,81",721,"R$343.336,81",240,"R$112.170,50",0
1470,29,"R$8.544,58",480,"R$484.583,96",300,"R$294.415,43",1
1471,46,"R$6.725,35",844,"R$474.624,85",120,"R$153.635,73",0
1472,22,"R$2.814,81",370,"R$332.184,75",180,"R$201.423,89",0
1473,29,"R$7.467,98",404,"R$384.215,80",120,"R$158.600,43",0
1474,29,"R$7.906,57",499,"R$346.391,82",120,"R$260.600,28",0
1475,60,"R$7.081,93",400,"R$689.170,30",360,"R$370.460,97",0
1476,37,"R$3.409,56",606,"R$427.835,82",300,"R$176.255,19",0
1477,21,"R$11.986,84",676,"R$316.051,84",360,"R$229.634,63",1
1478,45,"R$6.402,85",698,"R$532.216,71",300,"R$227.265,95",0
1479,63,"R$7.444,49",520,"R$535.746,14",120,"R$242.853,48",0
1480,60,"R$2.000,00",481,"R$579.167,07",120,"R$415.343,26",1
1481,62,"R$11.987,14",606,"R$608.799,37",300,"R$276.636,01",0
1482,45,"R$6.833,63",821,"R$470.771,49",120,"R$237.778,15",0
1483,59,"R$8.246,16",695,"R$365.014,83",120,"R$172.956,01",0
1484,55,"R$10.801,84",303,"R$379.738,32",180,"R$136.022,33",0
1485,23,"R$6.309,24",580,"R$370.792,47",360,"R$118.448,88",0
1486,57,"R$10.408,11",514,"R$359.624,46",360,"R$238.168,61",0
1487,64,"R$2.846,69",719,"R$523.993,68",360,"R$326.221,99",1
1488,64,"R$9.377,47",400,"R$400.072,09",240,"R$176.505,02",0
1489,50,"R$11.930,61",820,"R$497.142,19",180,"R$222.620,06",0
1490,58,"R$6.548,96",608,"R$467.651,66",360,"R$361.262,26",0
1491,54,"R$10.797,20",809,"R$290.134,50",360,"R$230.319,08",0
